No;Dependen;Dummy;Independen_1;Independen_2
1037;1;0;77.69995;16
1038;0;1;47.41699;12
1039;0;1;42.543;14.252106
1040;0;0;30.754;10
1041;0;0;78.91895;11.421669
1042;1;0;87.86298;12
1043;1;1;40.75;12
1044;0;0;75.63599;12
1045;1;0;84.15594;16
1046;0;0;48.89798;11.040535
1047;0;0;68.56396;12
1048;0;0;65.44598;13
1049;0;0;64.961;11
1050;0;0;60.30698;12
1051;1;0;55.30698;10
1052;0;0;66.54596;12
1053;1;1;66.04498;12
1054;0;1;44.32898;14
1055;1;1;54.84198;15
1056;0;0;95.05298;11.421669
1057;0;0;70.45599;11
1058;1;0;46.431;18
1059;1;0;56.211;12
1060;1;0;55.96399;14
1061;0;0;26.752;12
1062;0;0;69.79095;9.945259
1063;0;0;72.80499;12
1064;0;0;49.41498;12
1065;0;1;21.13599;12
1066;0;0;62.65799;12
1067;0;0;50.90198;12
1068;0;0;90.073;11.421669
1069;1;0;88.23297;12
1070;0;0;79.00299;8
1071;0;1;82.60394;12
1072;0;1;80.07098;8
1073;1;0;53.03198;20
1074;1;1;64.91699;8
1075;0;1;48.35898;14
1076;1;1;50.02597;12
1077;0;0;70.80396;10
1078;0;0;68.58899;17
1079;1;1;55.754;18
1080;0;0;56.95798;11.040535
1081;0;0;43.26898;11.421669
1082;0;0;58.66699;16
1083;1;0;51.07999;12
1084;1;0;66.97595;11
1085;1;0;66.31598;11
1086;0;0;79.69299;16
1087;1;0;63.30499;10
1088;0;1;78.32196;8
1089;0;1;37.51099;11
1090;1;0;55.01199;9
1091;1;0;83.65198;11.421669
1092;0;0;80.18298;10
1093;0;0;90.48596;12
1094;0;0;45.00497;12
1095;0;1;64.92499;11.522331
1096;0;0;69.21295;11.421669
1097;1;0;59.70999;8
1098;0;0;71.51495;12
1099;1;0;69.54095;6
1100;0;1;48.94998;12
1101;0;0;56.71698;11.040535
1102;0;0;75.88196;11.421669
1103;0;0;85.40997;8.436928
1104;0;0;66.95099;15
1105;0;0;59.16998;12.821571
1106;0;0;70.67999;13
1107;1;0;62.88797;14
1108;0;1;32.44098;11
1109;1;0;73.04895;12
1110;0;0;63.59198;12
1111;0;0;38.42297;11.421669
1112;0;1;71.29095;12
1113;0;1;62.004;8
1114;1;0;35.15399;16
1115;1;0;68.07098;9
1116;1;0;64.24597;11.421669
1117;1;1;46.702;15
1118;0;0;70.64795;11
1119;0;0;76.22998;11
1120;0;1;54.12997;13
1121;0;0;62.42798;3
1122;0;0;46.99197;11.040535
1123;0;0;64.25195;6
1124;1;0;56.71997;22
1125;0;0;68.89294;4
1126;1;0;51.43298;12
1127;0;1;64.89294;12
1128;0;0;78.48596;12
1129;1;1;66.35498;13
1130;0;0;25.487;11.421669
1131;0;1;62.80899;12
1132;0;0;82.12994;8
1133;0;0;59.95599;20
1134;1;1;62.26398;12
1135;0;1;53.63397;14
1136;0;1;47.17599;14
1137;0;1;64.47595;12
1138;0;0;62.724;14
1139;0;1;61.306;11.704216
1140;0;0;78.27496;11.421669
1141;0;0;74.12695;14
1142;1;0;48.36697;14
1143;0;0;70.21997;14
1144;0;1;81.77399;14
1145;0;0;70.54095;8
1146;0;1;86.41199;9.945259
1147;0;0;54.44498;18
1148;1;1;22.905;12
1149;1;0;51.52399;11.421669
1150;1;1;59.409;10
1151;1;0;50.14398;12
1152;0;0;73.71399;17
1153;0;1;70.57898;12
1154;0;0;76.745;11
1155;0;0;84.31799;18
1156;1;0;68.75598;12
1157;0;1;62.47498;11
1158;1;0;79.27197;0
1159;0;1;66.98999;12
1160;1;0;31.56699;18
1161;1;0;34.56799;0
1162;0;0;70.46997;9.945259
1163;1;1;28.465;16
1164;1;0;48.14798;14.252106
1165;0;0;60.86798;4
1166;1;0;62.92999;12
1167;1;0;63.37;11.421669
1168;0;0;67.06396;11.421669
1169;0;0;51.93997;12
1170;1;0;62.245;12
1171;1;0;55.59998;10
1172;1;0;67.85797;14
1173;0;0;77.95996;10
1174;1;0;37.84;17
1175;0;1;68.71698;7
1176;1;1;34.15698;18
1177;1;0;60.38898;14
1178;1;0;78.97296;12
1179;0;1;47.35397;10
1180;0;1;76.66498;9
1181;0;0;70.88599;12
1182;1;0;78.724;12
1183;0;0;72.45996;12
1184;0;0;68.02197;8.436928
1185;1;0;78.76794;13
1186;1;0;33.336;9
1187;0;0;54.40097;13
1188;0;0;58.65799;12
1189;0;1;39.43597;11.040535
1190;0;0;69.31396;12
1191;1;0;45.14398;7
1192;0;0;53.04898;11.040535
1193;1;1;66.29395;11
1194;1;1;69.95996;11.421669
1195;0;1;69.83398;14
1196;0;1;87.521;11.421669
1197;0;1;48.04398;18
1198;0;0;70.48596;13.611382
1199;0;0;56.36697;6
1200;1;0;25.54099;14
1201;1;0;71.72095;9.945259
1202;0;0;52.827;14
1203;0;1;79.33197;12
1204;1;0;80.73895;8
1205;0;0;71.45197;10
1206;1;0;31.55399;12
1207;1;0;41.66998;12
1208;0;1;60.66299;9.945259
1209;0;0;76.97998;21
1210;1;0;66.62799;12
1211;0;1;45.16397;12.821571
1212;1;1;77.53595;11.421669
1213;0;0;72.29797;8
1214;0;1;74.995;13.611382
1215;1;1;18.502;10
1216;0;0;58.37598;12
1217;0;1;64.10095;15
1218;0;1;65.29999;12
1219;0;1;63.72098;12
1220;0;1;45.23199;12
1221;0;0;63.98599;16
1222;0;0;53.73297;12
1223;1;0;58.76797;12
1224;0;0;51.85199;14
1225;0;0;70.76495;8
1226;0;0;44.52597;10
1227;0;0;83.13495;11.421669
1228;0;1;77.11694;11
1229;0;0;37.74698;11.040535
1230;0;1;46.03699;11.040535
1231;0;0;55.09698;10
1232;0;1;52.40799;9
1233;1;1;69.125;15
1234;1;0;30.97899;12
1235;0;0;76.18896;12
1236;0;0;62.95099;11
1237;0;1;56.41098;6
1238;0;0;55.06897;12
1239;0;0;66.81494;14
1240;0;0;63.64697;16
1241;1;1;39.99197;11
1242;0;0;77.20496;9
1243;0;0;48.71198;11.040535
1244;0;0;79.07495;9.945259
1245;0;0;66.00397;13
1246;0;0;77.42896;11.421669
1247;1;1;74.35999;9.945259
1248;0;0;55.91498;12
1249;0;0;66.09998;10
1250;0;1;67.68195;8.436928
1251;0;1;63.51297;11
1252;0;0;60.11499;9
1253;1;0;21.922;13.611382
1254;0;1;57.13898;12
1255;0;1;74.49396;16
1256;0;0;68.07397;20
1257;1;0;57.44299;12
1258;0;0;83.10699;4
1259;0;0;52.89499;16
1260;0;1;67.61896;16
1261;0;0;81.22095;12
1262;1;0;43.87997;9
1263;0;0;71.54297;12
1264;0;0;69.00494;5
1265;1;1;44.48199;12
1266;0;1;60.34497;11
1267;0;1;81.26996;11
1268;0;0;73.18799;12
1269;0;1;41.75497;16
1270;0;1;77.13898;20
1271;0;1;75.79498;11.421669
1272;0;0;74.94299;11.421669
1273;1;1;54.81198;12
1274;0;1;63.88797;9.945259
1275;1;0;67.25494;12
1276;0;1;28.02499;9
1277;1;1;82.35999;24
1278;1;1;46.08099;14
1279;0;1;75.28796;14
1280;0;1;74.91895;3
1281;0;0;37.34198;10
1282;0;0;78.21198;16
1283;1;0;38.021;11
1284;0;1;53.15799;12
1285;1;0;31.83299;10
1286;0;0;74.42297;16
1287;1;0;39.33499;12
1288;0;0;72.57794;10
1289;0;0;85.36896;9.945259
1290;1;0;77.24298;15
1291;0;0;86.75397;12
1292;0;1;65.37396;9.945259
1293;1;1;46.10797;14
1294;0;0;31.034;8
1295;0;0;78.672;12
1296;0;0;73.08997;12
1297;1;1;76.96399;7
1298;0;1;58.21198;11.040535
1299;1;0;50.59799;14
1300;0;0;35.17599;14
1301;0;1;91.93396;15
1302;0;1;81.32495;6
1303;1;0;80.33398;11.421669
1304;0;0;69.19397;12
1305;0;1;69.98199;12
1306;0;0;54.81497;12
1307;0;1;39.48798;11.040535
1308;1;1;63.94299;12
1309;1;0;39.90399;12.821571
1310;0;1;57.47598;12
1311;0;1;48.37799;12
1312;1;1;65.28998;16
1313;0;0;59.129;16
1314;0;1;22.88799;11.040535
1315;0;0;56.97998;12
1316;0;0;84.30396;8
1317;0;0;42.034;12
1318;1;0;62.09399;8
1319;0;0;54.62799;9
1320;1;0;56.698;13
1321;0;0;66.24194;15
1322;1;0;64.66296;15
1323;1;1;21.63199;13
1324;0;1;67.47699;12
1325;1;0;65.547;8
1326;0;1;56.81598;9
1327;0;0;56.94199;8
1328;1;0;46.57599;12.821571
1329;0;1;58.81198;11.040535
1330;1;0;47.09399;17
1331;1;1;52.24899;14.069916
1332;0;0;79.10699;8
1333;1;1;67.53497;12
1334;1;0;55.80798;9
1335;0;0;77.47797;9
1336;0;0;50.034;12.821571
1337;0;0;29.63699;12
1338;0;0;75.41394;12
1339;1;1;47.10999;12
1340;0;0;59.35898;11.040535
1341;0;0;79.35095;7
1342;1;0;48.715;14
1343;1;1;60.93597;12
1344;0;0;33.922;11.421669
1345;0;0;43.82199;16
1346;1;0;46.448;11.421669
1347;0;1;81.32495;9.945259
1348;0;1;64.98596;12
1349;0;0;64.97998;9
1350;1;1;29.33299;10
1351;1;1;32.73898;16
1352;1;1;59.75598;8
1353;1;0;61.57199;11.421669
1354;1;0;64.79095;12
1355;1;1;61.35199;8
1356;0;0;82.60394;8
1357;0;0;59.05798;16
1358;0;1;70.125;13
1359;0;1;64.15295;12
1360;1;1;57.52798;11.421669
1361;1;0;86.70197;12
1362;0;1;71.19495;14
1363;0;1;59.45499;10
1364;0;1;77.96899;9.945259
1365;0;1;52.90598;12
1366;0;0;61.25098;8
1367;1;1;87.45197;12
1368;1;0;31.30199;12
1369;1;1;77.21295;17
1370;0;1;75.849;9.945259
1371;0;1;65.19598;18
1372;0;0;72.20795;9.945259
1373;0;0;77.73895;20
1374;1;0;60.56897;12
1375;1;0;59.047;8
1376;0;0;78.43695;10
1377;0;0;68.68396;12
1378;1;0;44.73599;8
1379;0;0;65.54095;10
1380;0;0;91.81696;11.421669
1381;1;1;59.56998;15
1382;1;0;66.31299;12
1383;0;0;35.116;20
1384;0;1;77.58197;9.945259
1385;0;0;63.63898;11
1386;1;0;41.91898;15
1387;0;1;29.26999;14.069916
1388;0;0;73.54999;12
1389;1;0;38.45599;12
1390;0;0;50.32397;11.040535
1391;1;1;77.14398;12
1392;0;0;45.55798;12
1393;0;0;86.68896;13
1394;1;0;73.98499;10
1395;0;1;61.952;13.611382
1396;0;1;50.155;12
1397;1;1;57.34698;12
1398;0;0;61.64297;9.945259
1399;1;1;42.27499;12
1400;0;0;58.97897;11.040535
1401;1;0;71.53497;4
1402;0;1;74.11597;11.421669
1403;0;0;38.94299;14
1404;0;0;50.44998;11.421669
1405;0;0;77.17999;16
1406;0;1;69.21594;9.945259
1407;0;0;74.10797;12
1408;1;0;40.19699;12
1409;0;1;71.85498;12
1410;1;0;50.95999;16
1411;1;1;21.74899;13
1412;0;0;85.20197;12
1413;0;1;85.185;16
1414;0;1;59.87399;16
1415;0;1;56.07397;12
1416;1;0;22.20399;12
1417;1;0;52.28497;16
1418;0;0;50.06198;12
1419;0;1;64.24396;12
1420;0;0;27.12099;20
1421;1;1;64.66498;3
1422;0;1;60.61899;14
1423;0;1;78.09698;8
1424;0;0;73.96295;12
1425;1;1;71.849;11.421669
1426;1;1;34.34399;14
1427;0;0;70.37097;12
1428;0;0;85.29999;11.421669
1429;0;1;49.08698;14
1430;0;0;66.94299;9.945259
1431;0;0;65.69196;9.945259
1432;0;0;50.76797;19
1433;0;1;68.01898;11.421669
1434;0;1;65.24597;9.945259
1435;0;1;36.62097;12
1436;0;0;53.24597;12
1437;0;0;41.26498;12
1438;1;0;53.37698;12
1439;0;0;57.64798;12
1440;0;1;50.73798;14
1441;0;0;61.28998;16
1442;1;0;36.53699;13
1443;0;0;71.12897;13
1444;0;1;66.25098;8
1445;1;0;48.97998;12
1446;1;0;28.435;10
1447;0;0;58.18997;11
1448;1;1;60.58899;14
1449;1;1;77.91394;14
1450;0;0;69.28998;12
1451;0;0;65.53595;12
1452;0;0;54.44199;11.040535
1453;1;0;49.28699;14
1454;0;1;39.25497;16
1455;1;0;66.62299;13
1456;0;1;54.34598;12
1457;0;0;56.75598;12
1458;0;1;41.46198;12
1459;0;1;79.81396;13
1460;1;0;34.793;10
1461;0;0;68.27899;7
1462;1;0;39.31;14
1463;0;1;77.659;12
1464;0;0;65.10095;15
1465;0;0;71.409;13
1466;1;1;75.17896;15
1467;0;0;58.349;14
1468;1;1;70.70795;12
1469;1;0;75.69598;8
1470;0;0;64.04095;16
1471;1;0;38.58499;12
1472;1;1;50.40097;9
1473;0;0;72.42395;9.945259
1474;0;0;80.91998;11.421669
1475;0;1;66.54596;15
1476;1;0;93.5;11.421669
1477;0;0;75.18396;18
1478;0;0;83.46594;8
1479;1;0;73.00195;16
1480;0;1;32.70599;21
1481;0;0;67.24695;6
1482;0;0;57.71399;11
1483;1;0;30.53799;16
1484;0;1;39.81699;12
1485;0;1;44.03;12
1486;1;0;32.65198;12
1487;0;0;56.77499;12
1488;0;0;63.01398;8
1489;1;0;73.68695;12
1490;0;1;65.78497;12
1491;0;0;65.94397;12
1492;1;1;50.51099;15
1493;0;0;62.86398;14
1494;0;1;34.80899;11.421669
1495;1;0;32.13397;9
1496;1;0;47.60599;16
1497;1;0;64.33398;11
1498;1;0;71.16998;8.436928
1499;0;1;31.16499;14
1500;1;1;70.57898;12
1501;0;0;76.61597;7
1502;1;0;28.23;14
1503;0;1;64.08997;12
1504;0;1;61.02399;11.421669
1505;0;1;68.59399;6
1506;1;0;79.38696;11.421669
1507;0;1;65.03796;12
1508;0;1;44.02499;11.040535
1509;0;0;71.18695;8.436928
1510;0;0;75.08795;11.421669
1511;1;1;56.41599;8
1512;0;0;70.43695;8.436928
1513;1;1;74.06396;11.421669
1514;0;1;47.27399;12
1515;0;0;71.01996;12
1516;0;1;73.02399;9.945259
1517;1;1;64.55896;8.436928
1518;0;1;64.52594;10
1519;1;0;47.79498;12
1520;1;0;70.15997;8.436928
1521;0;0;29.62399;12
1522;1;1;43.90399;14
1523;0;0;78.33496;5
1524;0;0;26.14099;14
1525;1;0;84.35297;11.421669
1526;0;1;44.35898;12
1527;0;1;77.99298;7
1528;1;1;55.50198;12
1529;0;0;58.349;9
1530;0;1;77.98798;8
1531;0;1;81.40997;12
1532;0;0;72.91998;8
1533;0;1;65.83398;11
1534;0;0;80.698;11
1535;0;1;79.71497;3
1536;0;1;65.03796;11
1537;0;1;66.823;9.945259
1538;0;0;42.29199;14.252106
1539;0;0;32.28198;13
1540;1;0;57.49799;11.040535
1541;0;1;47.88498;11.421669
1542;0;1;82.80896;3
1543;0;0;41.629;8
1544;0;1;64.91998;14
1545;0;0;80.30695;12
1546;1;0;68.38898;11
1547;0;0;63.83298;9.945259
1548;0;1;37.314;11
1549;0;0;26.95699;11.040535
1550;0;0;80.80798;11.421669
1551;0;1;40.70398;12
1552;0;1;72.88696;9.945259
1553;0;1;83.21997;9.945259
1554;0;1;71.461;9.945259
1555;1;0;37.55499;14
1556;0;1;66.15198;16
1557;0;1;45.37997;12
1558;1;0;43.20297;9
1559;0;1;47.41098;12.821571
1560;0;1;73.05695;8
1561;0;0;46.20099;11.040535
1562;0;0;74.875;18
1563;0;1;52.76398;10
1564;1;0;67.836;12
1565;0;0;55.26099;12
1566;0;0;85.04297;16
1567;0;1;97.83997;12
1568;0;1;58.64999;11.040535
1569;0;1;40.129;12
1570;0;1;62.52197;16
1571;1;0;21.13599;12
1572;1;1;65.92999;12
1573;0;0;75.35095;11.421669
1574;1;0;61.95999;12
1575;0;0;33.55197;12
1576;0;1;58.63397;12
1577;1;0;47.13498;17
1578;0;0;72.56097;12
1579;0;0;73.76599;8
1580;1;0;68.96594;12
1581;0;0;74.93195;11
1582;0;0;61.69998;9.945259
1583;0;1;67.17297;16
1584;0;0;45.043;16
1585;0;1;71.95599;11.421669
1586;0;0;72.23499;16
1587;1;0;67.37897;11
1588;0;0;36.211;12
1589;0;0;77.18799;12
1590;0;0;53.46997;13
1591;1;1;60.32898;24
1592;0;0;77.63995;11.421669
1593;0;1;64.02698;12
1594;0;1;75.99695;13
1595;0;0;81.36896;12
1596;1;0;80.71198;9.945259
1597;0;1;73.71399;12
1598;1;0;66.98199;14
1599;0;0;75.16498;11.421669
1600;0;1;42.60898;12
1601;1;0;62.702;12
1602;0;0;72.46295;10
1603;0;1;77.52997;9.945259
1604;0;0;50.12997;12
1605;0;0;85.96295;8
1606;0;1;74.672;8
1607;1;0;82.086;12
1608;0;0;85.50598;11.421669
1609;0;1;80.26794;12
1610;0;0;42.38699;14.252106
1611;0;1;35.32098;14
1612;0;0;76.97498;4
1613;0;0;47.00598;16
1614;0;0;69.24597;16
1615;0;1;75.55597;12
1616;0;1;54.26099;9
1617;1;0;65.89496;9
1618;0;1;55.23297;14.252106
1619;0;1;58.87997;16
1620;1;0;54.48898;12.821571
1621;0;0;78.29999;9.945259
1622;0;1;73.04596;16
1623;0;1;65.55194;12
1624;0;1;70.30798;17
1625;0;0;90.95996;12
1626;0;0;59.32898;11
1627;0;0;62.32397;12
1628;1;0;48.586;6
1629;0;1;61.80698;8
1630;0;1;71.99695;9.945259
1631;1;0;38.69397;11
1632;1;0;22.648;12
1633;0;0;68.69299;12
1634;0;1;23.24199;16
1635;1;0;72.96899;14
1636;0;1;72.01898;12
1637;0;1;73.52795;12
1638;1;0;71.45197;10
1639;0;0;66.86694;8.436928
1640;0;0;84.70599;13.611382
1641;1;0;36.44897;12.821571
1642;1;1;64.797;12.821571
1643;0;1;76.29797;8
1644;0;1;60.67398;9.945259
1645;0;1;61.17499;12
1646;0;1;50.43399;9
1647;0;0;85.20496;11.421669
1648;1;0;31.806;12
1649;1;0;41.008;15
1650;1;1;33.78;12
1651;1;1;83.59497;19
1652;0;0;70.74097;17
1653;1;1;45.24298;12.821571
1654;0;0;73.37994;8.436928
1655;0;0;93.01599;14
1656;0;0;47.34799;11.421669
1657;0;0;67.35095;12
1658;1;0;54.94897;11.040535
1659;0;0;71.66595;14
1660;1;0;53.88898;12
1661;0;0;54.28299;10
1662;0;0;74.04498;14
1663;0;1;29.65599;17
1664;0;0;55.474;8
1665;1;0;88.18298;13.611382
1666;0;0;68.51196;14
1667;0;0;73.75494;13.611382
1668;1;0;83.23596;14
1669;0;1;81.11395;12
1670;0;0;45.952;8
1671;1;0;56.85999;12
1672;0;0;74.47797;12
1673;1;0;71.62799;13
1674;0;1;39.84698;12
1675;0;1;36.90298;14
1676;0;0;78.26099;11.421669
1677;0;1;74.60394;10
1678;0;1;61.32498;9.945259
1679;1;0;56.556;8
1680;0;1;68.31995;12
1681;1;0;64.84094;8
1682;0;1;78.33795;13.611382
1683;1;0;61.83197;9.945259
1684;0;0;79.68195;11.421669
1685;0;0;73.48096;10
1686;0;1;57.92999;8
1687;0;0;84.07697;7
1688;0;1;74.836;12
1689;0;0;75.15399;8
1690;1;0;41.66998;9
1691;1;0;64.23798;12
1692;1;0;53.42099;12
1693;0;0;87.93994;12
1694;0;0;49.85098;11
1695;0;0;49.96597;0
1696;0;0;52.27698;14
1697;0;0;66.38995;8.436928
1698;1;0;81.02698;9
1699;0;1;68.64099;12
1700;1;0;56.20798;12.821571
1701;1;1;58.23999;12
1702;0;1;78.65594;17
1703;0;1;83.02795;12
1704;0;1;52.73398;16
1705;1;1;66.15198;12
1706;1;0;81.17999;12
1707;1;1;64.16394;13
1708;0;0;76.05695;12
1709;0;1;70.77594;12
1710;0;0;68.23297;16
1711;0;0;50.36798;18
1712;0;1;68.99396;9.945259
1713;1;0;69.50299;8
1714;0;0;33.50598;12
1715;0;0;78.85797;9.945259
1716;0;0;80.29596;10
1717;0;1;59.19498;14.069916
1718;1;1;68.33698;16
1719;0;0;84.95599;10
1720;0;0;65.20697;13
1721;1;1;37.81;11.704216
1722;0;0;54.13599;9
1723;0;0;84.82098;18
1724;0;0;76.18597;10
1725;0;1;39.784;12
1726;1;0;69.75494;3
1727;0;0;50.76199;11.040535
1728;0;0;67.86597;8
1729;1;1;43.53998;11.421669
1730;0;0;69.65399;9.945259
1731;1;0;40.24597;12
1732;0;0;74.46399;12
1733;1;0;80.70599;8
1734;0;0;68.12897;9.945259
1735;1;0;46.34399;11
1736;1;0;69.27594;9.945259
1737;0;0;73.69196;8
1738;0;0;83.55896;11.421669
1739;1;1;38.54898;9
1740;0;1;64.39996;12
1741;0;0;57.16898;11
1742;1;0;53.46997;12
1743;0;0;82.47498;12
1744;0;1;70.28894;11.421669
1745;0;0;77.63397;8
1746;0;0;76.44897;11
1747;1;1;81.78796;6
1748;1;0;44.76898;16
1749;0;0;66.086;9.945259
1750;0;0;58.87997;10
1751;1;0;42.61499;12
1752;1;0;78.09998;14
1753;1;0;62.75198;12
1754;0;0;91.98395;11.421669
1755;0;0;61.29999;11.421669
1756;0;1;47.18997;14.252106
1757;0;0;85.68695;15
1758;0;0;62.59299;10
1759;0;0;69.08997;3
1760;0;1;44.383;20
1761;0;0;81.82599;9.945259
1762;0;1;68.37195;3
1763;1;0;71.34296;10
1764;0;0;64.51697;9
1765;0;0;78.04797;8
1766;0;1;61.81799;13
1767;0;0;72.99097;12
1768;0;0;89.99896;12
1769;1;0;82.20898;16
1770;0;1;69.64795;12
1771;0;1;70.94598;13
1772;1;1;39.685;22
1773;0;1;67.85797;14
1774;1;0;68.698;9.945259
1775;0;1;79.23297;8
1776;1;0;35.60797;16
1777;0;0;62.31598;11
1778;0;0;86.71295;12
1779;0;0;38.43698;12
1780;0;0;86.22595;12
1781;1;0;40.67398;12
1782;0;1;64.31195;12
1783;1;0;62.66898;12
1784;0;0;54.47998;14.069916
1785;1;0;75.78094;11
1786;0;0;94.70996;4
1787;1;0;60.87598;12
1788;0;0;85.16394;12
1789;0;0;71.45496;9.945259
1790;0;0;78.57098;8
1791;0;0;77.659;8
1792;0;1;66.57098;12
1793;0;0;79.98096;9.945259
1794;0;1;75.66895;11.421669
1795;0;1;66.96198;12
1796;0;1;63.767;14
1797;0;0;50.92999;14
1798;0;0;89.16095;13
1799;0;0;57.16898;12
1800;0;0;53.67297;17
1801;1;0;63.99698;8
1802;1;1;30.98399;14.069916
1803;0;0;84.95294;16
1804;0;0;64.13995;10
1805;1;0;56.06299;12
1806;1;0;91.71796;6
1807;0;1;53.49197;4
1808;1;0;37.396;7
1809;0;1;83.51495;12
1810;1;0;40.452;12
1811;0;1;22.116;12
1812;1;1;45.35498;12
1813;1;1;50.17697;16
1814;1;0;26.44199;10
1815;0;0;70.69397;11
1816;0;0;39.31;13
1817;1;0;51.01199;12
1818;1;1;63.064;9.945259
1819;1;0;48.08798;11.040535
1820;0;1;65.53595;27
1821;1;0;21.489;2
1822;0;1;55.62799;13
1823;0;0;71.797;12
1824;0;0;61.50897;10
1825;0;1;82.245;13.611382
1826;0;1;47.62799;12
1827;0;1;72.85699;10
1828;0;1;60.65399;8
1829;1;0;45.42099;10
1830;1;0;47.79999;5
1831;1;0;79.66095;15
1832;1;0;65.02899;9.945259
1833;0;0;21.043;15
1834;0;0;75.87396;12
1835;0;1;80.44098;12
1836;0;1;60.66299;14.252106
1837;1;0;47.96198;14
1838;1;1;33.76297;12.821571
1839;1;0;38.905;15
1840;1;0;55.15399;11
1841;0;0;80.62396;9
1842;0;0;59.89899;8
1843;1;1;48.84299;9
1844;0;0;71.29895;10
1845;1;0;31.72899;16
1846;0;0;69.92694;13
1847;1;0;38.35699;15
1848;0;0;81.53894;8
1849;0;0;56.04898;11.040535
1850;0;1;61.99298;7
1851;1;0;56;12
1852;0;0;64.07397;8.436928
1853;0;0;60.49597;12
1854;0;0;67.74298;15
1855;0;0;37.94098;12
1856;0;0;81.021;11.421669
1857;0;1;78.11395;13
1858;1;0;57.771;8
1859;0;0;63.814;12
1860;0;1;60.22198;11.421669
1861;0;0;62.40097;9.945259
1862;0;1;48.33698;12
1863;1;1;73.73297;12
1864;1;1;70.70795;9
1865;1;0;70.38196;9.945259
1866;0;1;35.52597;14
1867;0;1;71.56195;11
1868;0;0;84.12897;16
1869;1;0;34.60098;12
1870;0;1;70.06995;9.945259
1871;1;0;77.32495;9
1872;0;0;71.35895;12
1873;0;0;66.48895;14
1874;0;0;21.30899;12
1875;1;0;89.00195;16
1876;1;1;78.78998;9.945259
1877;0;1;78.35699;12
1878;1;1;56.76398;10
1879;1;0;28.786;16
1880;1;0;74.72095;12
1881;0;0;49.85397;11.421669
1882;0;0;72.49298;12
1883;0;0;41.57999;18
1884;0;0;32.77499;16
1885;1;0;95.60596;4
1886;1;0;45.60397;12
1887;1;0;76.78595;12
1888;0;1;46.31598;14
1889;0;1;69.04895;12
1890;0;1;78.10498;2
1891;0;0;24.36699;16
1892;0;0;48.98599;14.252106
1893;0;0;70.15997;9.945259
1894;0;0;84.99695;14.252106
1895;1;1;68.25494;10
1896;0;0;84.112;16
1897;0;0;70.75696;3
1898;0;0;77.02698;15
1899;1;1;61.78497;11
1900;1;0;64.51996;10
1901;0;0;67.73395;12
1902;1;0;57.50598;12
1903;0;0;71.573;8.436928
1904;1;0;66.26398;11.421669
1905;0;1;82.96198;9.945259
1906;0;1;67.97797;8
1907;1;1;55.75897;12
1908;0;0;25.659;9
1909;1;0;59.38397;8
1910;0;0;47.56998;17
1911;0;0;31.34299;11.421669
1912;1;0;33.19897;11
1913;0;0;76.11499;10
1914;0;0;81.48096;16
1915;0;0;24.01399;11.040535
1916;0;1;82.32196;9.945259
1917;1;1;44.70599;13
1918;1;0;27.661;11.040535
1919;0;0;80.88696;8
1920;0;0;31.034;8
1921;0;0;65.24298;12
1922;1;0;67.07697;12
1923;1;1;61.06998;12
1924;0;1;38.80399;12
1925;0;0;53.45898;16
1926;0;0;43.31799;12
1927;0;0;76.56396;8
1928;0;0;50.59497;12
1929;0;0;41.16098;12
1930;0;1;68.04095;9.945259
1931;1;0;35.96698;11
1932;0;1;40.05197;17
1933;0;1;52.10397;12
1934;0;0;73.75494;12
1935;0;0;57.487;13
1936;0;0;68.323;12
1937;0;0;23.84399;15
1938;1;0;73.79895;9.945259
1939;0;0;41.88898;13
1940;0;0;23.39999;11
1941;0;0;74.21198;8
1942;1;1;74.55695;12
1943;0;0;65.27295;10
1944;1;0;19.21999;12
1945;0;1;46.51898;11.421669
1946;1;1;51.33499;13
1947;0;0;66.79498;9.945259
1948;0;0;82.35699;11.421669
1949;1;0;18.84999;11
1950;0;0;92.31995;12
1951;0;0;84.58899;17
1952;1;0;69.77997;16
1953;1;0;32.487;7
1954;0;0;57.02899;17
1955;1;1;47.20898;12
1956;1;1;66.85797;12
1957;0;1;59.439;12
1958;0;0;97.51099;8.436928
1959;1;1;60.84299;12
1960;0;0;77.38794;14
1961;1;0;75.30695;13
1962;0;0;72.42694;11.421669
1963;0;1;57.60999;7
1964;0;0;67.89294;12
1965;0;0;63.59799;9.945259
1966;0;1;84.60199;12
1967;1;1;36.84097;12
1968;1;0;55.17899;12
1969;0;1;32.85098;7
1970;0;1;69.09497;12
1971;1;0;20.99399;11
1972;1;1;60.73099;16
1973;0;1;79.67096;9.945259
1974;0;0;26.24799;11.421669
1975;0;0;65.55499;8.436928
1976;1;1;54.25299;12
1977;1;0;48.931;18
1978;1;0;74.09198;6
1979;1;1;36.91199;9
1980;1;0;20.05199;13
1981;0;1;64.64294;12
1982;1;0;77.85895;16
1983;0;0;72.94196;11.421669
1984;0;1;80.02197;16
1985;1;1;85.70795;13.649826
1986;0;0;61.16898;12
1987;0;0;81.25897;11.421669
1988;1;0;75.44098;16
1989;0;1;66.95099;9.945259
1990;1;1;81.96594;9
1991;1;0;40.93399;14
1992;0;0;78.54596;8
1993;1;0;45.43698;14.069916
1994;0;0;62.50198;4
1995;0;0;65.39099;16
1996;0;1;34.461;14.252106
1997;0;1;70.35199;10
